City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,svetlogorsk,52.6333,29.7333,65.48,80,55,6.38,BY,1623257788
366,zemio,5.0314,25.1361,78.4,59,66,3.11,CF,1623258170
367,ewa beach,21.3156,-158.0072,77.99,62,23,11.01,US,1623258170
368,daru,-9.0763,143.2092,76.33,91,98,12.75,PG,1623258170
369,aksarayskiy,46.7924,48.0119,75.15,42,74,2.75,RU,1623258171
370,tazmalt,36.3868,4.3989,86.18,20,0,8.46,DZ,1623258171
371,gimli,50.6336,-96.9907,74.21,95,100,18.57,CA,1623258171
372,harper,4.375,-7.7169,81.23,79,100,5.46,LR,1623257822
373,lavrentiya,65.5833,-171.0,33.28,99,100,3.47,RU,1623257722
374,north bend,43.4065,-124.2243,60.85,67,75,3.44,US,1623257755
375,providencia,28.7167,-111.5833,97.61,19,16,1.99,MX,1623258172
376,geraldton,-28.7667,114.6,63.12,82,90,19.42,AU,1623257703
377,alekseyevsk,57.8406,108.3492,54.36,52,6,3.2,RU,1623258172
378,pacifica,37.6138,-122.4869,65.57,73,20,3.0,US,1623258173
379,quatre cocos,-20.2078,57.7625,73.09,72,14,15.82,MU,1623258173
380,general pico,-35.6566,-63.7568,63.99,71,100,11.86,AR,1623258086
381,malanje,-9.5402,16.341,71.71,41,1,2.53,AO,1623258173
382,minna,9.6139,6.5569,86.25,55,98,6.49,NG,1623258174
383,calbuco,-41.768,-73.1273,51.01,84,100,11.61,CL,1623257834
384,san quintin,30.4833,-115.95,67.39,69,97,14.65,MX,1623258174
385,zhongxing,33.7039,118.6792,76.82,77,100,1.14,CN,1623258174
386,peniche,39.3558,-9.3811,81.88,70,19,17.52,PT,1623258174
387,kaeo,-35.1,173.7833,60.33,96,100,8.41,NZ,1623257762
388,tautira,-17.7333,-149.15,75.22,80,99,15.19,PF,1623258175
389,lufilufi,-13.8745,-171.5986,81.18,74,100,5.61,WS,1623258175
390,tura,25.5198,90.2201,74.43,93,85,3.51,IN,1623258175
391,ayan,56.45,138.1667,47.19,84,49,5.1,RU,1623258175
392,heihe,50.2441,127.4902,60.67,93,44,8.68,CN,1623258176
393,kanniyakumari,8.0833,77.5667,80.98,81,89,20.07,IN,1623258176
394,tupik,54.4253,119.9327,46.83,95,100,3.51,RU,1623258176
395,bud,39.447,-86.1758,77.86,95,100,4.38,US,1623258177
396,ayr,55.4627,-4.6339,64.49,88,75,18.41,GB,1623258177
397,devils lake,48.1128,-98.8651,69.78,88,75,11.99,US,1623258081
398,moose factory,51.2585,-80.6094,53.85,41,100,8.14,CA,1623258177
399,kargasok,59.0556,80.8572,39.49,77,63,3.94,RU,1623258178
400,clarence town,-32.5833,151.7833,47.86,75,82,6.64,AU,1623257699
401,sechura,-5.5569,-80.8222,76.53,61,50,10.07,PE,1623258178
402,christchurch,-43.5333,172.6333,44.91,97,90,0.0,NZ,1623258020
403,limon,10.0,-83.0333,81.9,69,99,3.0,CR,1623258178
404,lasa,46.6166,10.7002,66.94,97,94,3.27,IT,1623258179
405,san policarpo,12.1791,125.5072,78.28,86,100,3.6,PH,1623258179
406,grafton,42.207,-71.6856,88.97,65,96,1.99,US,1623258179
407,amazar,53.858,120.875,49.46,97,66,4.61,RU,1623258179
408,darovskoy,58.77,47.9564,56.97,60,18,3.31,RU,1623258180
409,ust-tsilma,65.441,52.1498,58.91,44,100,5.17,RU,1623257771
410,kitui,-1.367,38.0106,70.83,56,94,9.46,KE,1623258180
411,kyabe,9.4515,18.9449,93.0,32,36,4.36,TD,1623258180
412,wexford,52.3342,-6.4575,63.21,89,85,17.54,IE,1623258181
413,kavaratti,10.5669,72.642,83.86,74,89,14.85,IN,1623257754
414,ursulo galvan,22.7333,-98.3,92.19,60,18,6.67,MX,1623258181
415,lagos,6.5833,3.75,78.89,85,100,4.68,NG,1623258175
416,nishihara,26.1842,127.7558,78.85,89,75,8.12,JP,1623257719
417,mareeba,-17.0,145.4333,66.92,95,51,2.1,AU,1623257720
418,palmer,42.1584,-72.3287,89.49,64,75,6.38,US,1623257696
419,tanout,14.9709,8.8879,102.6,12,86,5.75,NE,1623258182
420,burriana,39.889,-0.085,81.09,78,10,7.67,ES,1623258182
421,shitanjing,39.2342,106.3439,60.53,53,0,8.19,CN,1623258182
422,thetford mines,46.0913,-71.3013,76.23,37,39,12.57,CA,1623258006
423,nyimba,-14.5566,30.8149,63.82,61,51,7.11,ZM,1623258183
424,anadyr,64.75,177.4833,37.9,100,90,0.38,RU,1623257743
425,mapiripan,2.8892,-72.1256,75.85,92,99,4.23,CO,1623258183
426,kenai,60.5544,-151.2583,52.03,80,100,7.72,US,1623258183
427,praya,14.9215,-23.5087,86.54,54,20,9.22,CV,1623258184
428,yeppoon,-23.1333,150.7333,46.18,48,0,5.23,AU,1623258184
429,gigmoto,13.7796,124.39,80.17,84,100,5.68,PH,1623258184
430,mugla,37.2303,28.3557,66.87,66,64,2.35,TR,1623258185
431,kantunilkin,21.0917,-87.45,86.95,45,63,6.71,MX,1623258185
432,scottsbluff,41.8666,-103.6672,86.77,38,14,1.99,US,1623258185
433,souris,49.6172,-100.2612,73.74,89,100,5.3,CA,1623258185
434,upata,8.0086,-62.3989,78.76,77,95,7.16,VE,1623258186
435,udachnyy,66.4167,112.4,50.31,48,99,15.55,RU,1623257717
436,tibati,6.4667,12.6333,76.89,76,91,1.23,CM,1623258186
437,bonavista,48.6499,-53.1147,45.36,70,2,10.54,CA,1623258186
438,havre-saint-pierre,50.2334,-63.5986,53.83,49,66,5.66,CA,1623258187
439,oriximina,-1.7656,-55.8661,90.39,49,100,4.85,BR,1623257902
440,ambikapur,23.1167,83.2,81.55,63,76,4.74,IN,1623258187
441,hobyo,5.3505,48.5268,79.48,83,34,24.49,SO,1623258187
442,sept-iles,50.2001,-66.3821,55.92,58,75,13.8,CA,1623257536
443,muzhi,65.3667,64.6667,50.41,52,98,6.93,RU,1623258188
444,bowen,-20.0167,148.2333,56.97,41,45,11.18,AU,1623258188
445,bay-khaak,51.1667,94.5,58.21,54,54,7.83,RU,1623258189
446,itoman,26.1247,127.6694,79.57,89,40,4.61,JP,1623257711
447,san pedro,14.35,121.0167,80.15,94,100,2.77,PH,1623258189
448,istanbul,41.0351,28.9833,76.42,47,0,8.34,TR,1623257985
449,atbasar,51.8,68.3333,63.21,43,21,15.84,KZ,1623258189
450,thaba nchu,-29.2093,26.839,44.46,82,83,6.4,ZA,1623258189
451,bollnas,61.3482,16.3946,61.39,88,100,3.04,SE,1623258190
452,oktyabrskoye,43.0645,44.7417,66.34,77,75,1.05,RU,1623258190
453,derzhavinsk,51.1,66.3167,68.09,51,98,12.19,KZ,1623257820
454,gazanjyk,39.2446,55.5154,87.89,25,0,5.75,TM,1623258190
455,roquetas de mar,36.7642,-2.6148,78.62,61,29,2.26,ES,1623258191
456,macapa,0.0389,-51.0664,87.78,66,75,3.44,BR,1623257921
457,raipur,21.2333,81.6333,82.8,66,83,7.18,IN,1623258191
458,leh,34.1667,77.5833,60.51,25,14,4.72,IN,1623258191
459,paamiut,61.994,-49.6678,36.21,94,55,11.56,GL,1623258192
460,yar-sale,66.8333,70.8333,49.24,48,85,4.36,RU,1623257791
461,yanaul,56.2719,54.9309,59.65,59,56,13.89,RU,1623258192
462,sitangkai,4.6628,119.3928,83.08,70,55,4.38,PH,1623258192
463,kananga,-5.8958,22.4178,79.2,38,27,4.0,CD,1623258192
464,russell,32.3502,-85.1999,87.91,62,20,6.42,US,1623258193
465,norrtalje,59.758,18.705,69.08,63,87,6.73,SE,1623258193
466,husavik,66.0449,-17.3389,46.31,86,100,2.62,IS,1623257777
467,itsukaichi,35.7253,139.2178,72.81,69,0,3.47,JP,1623258193
468,east liverpool,40.6187,-80.5773,79.34,90,100,3.78,US,1623258194
469,maningrida,-12.0667,134.2667,65.95,74,47,10.96,AU,1623257750
470,colorado,-22.8375,-51.9731,73.11,66,98,7.65,BR,1623258194
471,sioux lookout,50.1001,-91.917,81.43,38,100,10.25,CA,1623258093
472,shelburne,44.0787,-80.2041,83.73,76,43,7.92,CA,1623258006
473,genhe,50.7833,121.5167,47.35,95,12,2.93,CN,1623258194
474,skuodas,56.2667,21.5333,67.78,68,48,6.67,LT,1623258195
475,goderich,43.7501,-81.7165,87.03,73,84,8.05,CA,1623257838
476,vila franca do campo,37.7167,-25.4333,70.21,70,30,9.33,PT,1623257708
477,sergeyevka,53.88,67.4158,54.95,56,78,10.6,KZ,1623258195
478,hanmer springs,-42.5167,172.8167,43.41,73,91,7.27,NZ,1623258195
479,cacapava do sul,-30.5122,-53.4914,60.91,90,99,7.38,BR,1623258196
480,namatanai,-3.6667,152.4333,78.91,81,100,7.58,PG,1623257739
481,colares,38.7992,-9.4469,87.48,51,0,12.66,PT,1623257792
482,ylivieska,64.0833,24.55,68.88,54,77,1.77,FI,1623258196
483,deer lake,49.1667,-57.4316,65.01,30,0,10.11,CA,1623258196
484,luang prabang,19.8856,102.1347,73.96,99,100,1.81,LA,1623258197
485,mabay,6.0577,124.4666,78.67,85,93,4.47,PH,1623258197
486,cairns,-16.9167,145.7667,71.55,68,90,6.91,AU,1623257967
487,ler,8.3018,30.1418,79.05,59,96,0.89,SS,1623258197
488,turinskaya sloboda,57.6232,64.3858,52.36,59,79,4.83,RU,1623258198
489,mujiayingzi,42.1167,118.7833,61.54,70,100,7.58,CN,1623258198
490,pacific grove,36.6177,-121.9166,63.81,74,0,1.99,US,1623257952
491,hwange,-18.3693,26.5019,63.0,50,14,2.59,ZW,1623258198
492,lahat,-3.8,103.5333,72.45,93,74,2.48,ID,1623258199
493,taltal,-25.4,-70.4833,65.14,68,0,8.7,CL,1623257821
494,krasnoselkup,65.7,82.4667,40.86,64,96,8.9,RU,1623258199
495,olovyannaya,50.95,115.5667,51.91,88,100,5.39,RU,1623258199
496,kapit,2.0167,112.9333,72.91,99,60,0.87,MY,1623258200
497,presidente epitacio,-21.7633,-52.1156,79.93,51,93,7.11,BR,1623258200
498,bakchar,57.0186,82.0711,42.03,72,78,4.94,RU,1623258200
499,callaway,30.153,-85.5699,89.98,69,0,5.01,US,1623257805
500,urusha,54.05,122.9,52.36,98,98,4.09,RU,1623258201
501,fairbanks,64.8378,-147.7164,57.09,81,40,0.0,US,1623257699
502,port victoria,0.0939,33.9756,72.88,64,60,3.38,KE,1623258201
503,asmara,15.3333,38.9333,72.68,31,27,1.86,ER,1623258201
504,liberal,37.0431,-100.921,83.43,69,75,6.91,US,1623258202
505,streator,41.1209,-88.8354,85.48,76,14,7.63,US,1623258202
506,keta,5.9179,0.9879,83.97,70,99,11.25,GH,1623258202
507,koulamoutou,-1.1303,12.4736,79.9,76,94,0.6,GA,1623258202
508,da nang,16.0678,108.2208,80.65,89,75,0.0,VN,1623258203
509,klyuchi,52.2667,79.1667,54.16,52,20,12.93,RU,1623258203
510,fort saint james,54.4333,-124.25,58.37,50,43,1.3,CA,1623258203
511,beipiao,41.7919,120.7792,65.53,74,100,4.0,CN,1623258203
512,alta floresta,-9.8756,-56.0861,88.75,41,100,4.27,BR,1623258044
513,kjollefjord,70.9457,27.3465,53.38,71,96,3.56,NO,1623258204
514,puerto ayacucho,5.6639,-67.6236,81.84,78,97,3.33,VE,1623258204
515,iona,26.5204,-81.964,91.99,53,20,1.99,US,1623258204
516,yankton,42.8711,-97.3973,91.11,48,1,14.97,US,1623258198
517,deputatskiy,69.3,139.9,39.79,71,100,8.1,RU,1623257796
518,mecca,21.4267,39.8261,97.21,24,68,8.43,SA,1623258205
519,xuddur,4.1213,43.8894,79.29,60,35,20.56,SO,1623258205
520,toyooka,35.5333,134.8333,62.67,83,0,4.99,JP,1623258205
521,great falls,47.5002,-111.3008,61.66,64,91,5.01,US,1623257972
522,san cristobal,7.7669,-72.225,77.18,57,97,6.35,VE,1623257728
523,nanortalik,60.1432,-45.2371,39.96,84,56,6.69,GL,1623257747
524,dicabisagan,17.0818,122.4157,78.71,87,100,4.74,PH,1623258206
525,ndjole,-0.1783,10.7649,80.62,85,98,1.36,GA,1623258206
526,punta alta,-38.8759,-62.0736,61.11,70,100,12.46,AR,1623258206
527,san juan,-31.5375,-68.5364,66.72,38,20,4.05,AR,1623258185
528,mudgee,-32.5943,149.5871,39.25,100,90,13.8,AU,1623258207
